TOP.69e8ad14.00054613	START
TOP.69e9bc07.00077c83	user_options->kernel_threads	0
TOP.69e9bc07.00077c83	user_options->keyspace	0
TOP.69e9bc07.00077c83	user_options->total_candidates	0
TOP.69e9bc07.00077c83	user_options->left	0
TOP.69e9bc07.00077c83	user_options->logfile	1
TOP.69e9bc07.00077c83	user_options->loopback	0
TOP.69e9bc07.00077c83	user_options->machine_readable	0
TOP.69e9bc07.00077c83	user_options->markov_classic	0
TOP.69e9bc07.00077c83	user_options->markov	1
TOP.69e9bc07.00077c83	user_options->markov_inverse	0
TOP.69e9bc07.00077c83	user_options->markov_threshold	256
TOP.69e9bc07.00077c83	user_options->metal_compiler_runtime	120
TOP.69e9bc07.00077c83	user_options->multiply_accel	1
TOP.69e9bc07.00077c83	user_options->backend_info	0
TOP.69e9bc07.00077c83	user_options->backend_vector_width	0
TOP.69e9bc07.00077c83	user_options->optimized_kernel	0
TOP.69e9bc07.00077c83	user_options->outfile_autohex	1
TOP.69e9bc07.00077c83	user_options->outfile_check_timer	5
TOP.69e9bc07.00077c83	user_options->outfile_format	3
TOP.69e9bc07.00077c83	user_options->outfile_json	0
TOP.69e9bc07.00077c83	user_options->wordlist_autohex	1
TOP.69e9bc07.00077c83	user_options->potfile	1
TOP.69e9bc07.00077c83	user_options->progress_only	0
TOP.69e9bc07.00077c83	user_options->quiet	1
TOP.69e9bc07.00077c83	user_options->remove	0
TOP.69e9bc07.00077c83	user_options->remove_timer	60
TOP.69e9bc07.00077c83	user_options->restore	0
TOP.69e9bc07.00077c83	user_options->restore_enable	0
TOP.69e9bc07.00077c83	user_options->restore_timer	1
TOP.69e9bc07.00077c83	user_options->rp_files_cnt	0
TOP.69e9bc07.00077c83	user_options->rp_gen	0
TOP.69e9bc07.00077c83	user_options->rp_gen_func_max	4
TOP.69e9bc07.00077c83	user_options->rp_gen_func_min	1
TOP.69e9bc07.00077c83	user_options->rp_gen_seed	0
TOP.69e9bc07.00077c83	user_options->runtime	0
TOP.69e9bc07.00077c83	user_options->scrypt_tmto	0
TOP.69e9bc07.00077c83	user_options->segment_size	33554432
TOP.69e9bc07.00077c83	user_options->self_test	1
TOP.69e9bc07.00077c83	user_options->slow_candidates	0
TOP.69e9bc07.00077c83	user_options->show	1
TOP.69e9bc07.00077c83	user_options->speed_only	0
TOP.69e9bc07.00077c83	user_options->spin_damp	0
TOP.69e9bc07.00077c83	user_options->status	0
TOP.69e9bc07.00077c83	user_options->status_json	0
TOP.69e9bc07.00077c83	user_options->status_timer	10
TOP.69e9bc07.00077c83	user_options->stdout_flag	0
TOP.69e9bc07.00077c83	user_options->usage	0
TOP.69e9bc07.00077c83	user_options->username	0
TOP.69e9bc07.00077c83	user_options->veracrypt_pim_start	485
TOP.69e9bc07.00077c83	user_options->veracrypt_pim_stop	485
TOP.69e9bc07.00077c83	user_options->version	0
TOP.69e9bc07.00077c83	user_options->workload_profile	2
TOP.69e9bc07.00077c83	user_options->brain_client	0
TOP.69e9bc07.00077c83	user_options->brain_client_features	2
TOP.69e9bc07.00077c83	user_options->brain_server	0
TOP.69e9bc07.00077c83	user_options->brain_server_timer	300
TOP.69e9bc07.00077c83	user_options->brain_port	6863
TOP.69e9bc07.00077c83	user_options->brain_session	0
TOP.69e9bc07.00077c83	proc_start	1776925703
TOP.69e9bc07.00077c83	proc_stop	1776925703
TOP.69e9bc07.00077c83	STOP
TOP.69e9c17a.00021737	START
TOP.69e9c17a.00021737	folder_config->cwd	C:\Users\Student\Desktop\hashcatui\hashcat
TOP.69e9c17a.00021737	folder_config->install_dir	.
TOP.69e9c17a.00021737	folder_config->profile_dir	.
TOP.69e9c17a.00021737	folder_config->session_dir	.
TOP.69e9c17a.00021737	folder_config->shared_dir	.
TOP.69e9c17a.00021737	user_options->encoding_from	utf-8
TOP.69e9c17a.00021737	user_options->encoding_to	utf-8
TOP.69e9c17a.00021737	user_options->outfile	C:\Users\Student\Desktop\hashcatui\_show_ffc1f118.tmp
TOP.69e9c17a.00021737	user_options->potfile_path	C:\Users\Student\Desktop\hashcatui\hashcat.potfile
TOP.69e9c17a.00021737	user_options->rule_buf_l	:
TOP.69e9c17a.00021737	user_options->rule_buf_r	:
TOP.69e9c17a.00021737	user_options->session	show
TOP.69e9c17a.00021737	user_options->separator	:
TOP.69e9c17a.00021737	user_options->limit	0
TOP.69e9c17a.00021737	user_options->skip	0
TOP.69e9c17a.00021737	user_options->attack_mode	100
TOP.69e9c17a.00021737	user_options->backend_devices_virtmulti	1
TOP.69e9c17a.00021737	user_options->backend_devices_virthost	1
TOP.69e9c17a.00021737	user_options->backend_devices_keepfree	0
TOP.69e9c17a.00021737	user_options->benchmark	0
TOP.69e9c17a.00021737	user_options->benchmark_all	0
TOP.69e9c17a.00021737	user_options->benchmark_max	99999
TOP.69e9c17a.00021737	user_options->benchmark_min	0
TOP.69e9c17a.00021737	user_options->bitmap_max	18
TOP.69e9c17a.00021737	user_options->bitmap_min	16
TOP.69e9c17a.00021737	user_options->debug_mode	0
TOP.69e9c17a.00021737	user_options->dynamic_x	0
TOP.69e9c17a.00021737	user_options->hash_info	0
TOP.69e9c17a.00021737	user_options->force	0
TOP.69e9c17a.00021737	user_options->hwmon	1
TOP.69e9c17a.00021737	user_options->hwmon_temp_abort	90
TOP.69e9c17a.00021737	user_options->hash_mode	17800
TOP.69e9c17a.00021737	user_options->hex_charset	0
TOP.69e9c17a.00021737	user_options->hex_salt	0
TOP.69e9c17a.00021737	user_options->hex_wordlist	0
TOP.69e9c17a.00021737	user_options->hook_threads	0
TOP.69e9c17a.00021737	user_options->identify	0
TOP.69e9c17a.00021737	user_options->increment	0
TOP.69e9c17a.00021737	user_options->increment_max	256
TOP.69e9c17a.00021737	user_options->increment_min	1
TOP.69e9c17a.00021737	user_options->keep_guessing	0
TOP.69e9c17a.00021737	user_options->kernel_accel	0
TOP.69e9c17a.00021737	user_options->kernel_loops	0
TOP.69e9c17a.00021737	user_options->kernel_threads	0
TOP.69e9c17a.00021737	user_options->keyspace	0
TOP.69e9c17a.00021737	user_options->total_candidates	0
TOP.69e9c17a.00021737	user_options->left	0
TOP.69e9c17a.00021737	user_options->logfile	1
TOP.69e9c17a.00021737	user_options->loopback	0
TOP.69e9c17a.00021737	user_options->machine_readable	0
TOP.69e9c17a.00021737	user_options->markov_classic	0
TOP.69e9c17a.00021737	user_options->markov	1
TOP.69e9c17a.00021737	user_options->markov_inverse	0
TOP.69e9c17a.00021737	user_options->markov_threshold	256
TOP.69e9c17a.00021737	user_options->metal_compiler_runtime	120
TOP.69e9c17a.00021737	user_options->multiply_accel	1
TOP.69e9c17a.00021737	user_options->backend_info	0
TOP.69e9c17a.00021737	user_options->backend_vector_width	0
TOP.69e9c17a.00021737	user_options->optimized_kernel	0
TOP.69e9c17a.00021737	user_options->outfile_autohex	1
TOP.69e9c17a.00021737	user_options->outfile_check_timer	5
TOP.69e9c17a.00021737	user_options->outfile_format	3
TOP.69e9c17a.00021737	user_options->outfile_json	0
TOP.69e9c17a.00021737	user_options->wordlist_autohex	1
TOP.69e9c17a.00021737	user_options->potfile	1
TOP.69e9c17a.00021737	user_options->progress_only	0
TOP.69e9c17a.00021737	user_options->quiet	1
TOP.69e9c17a.00021737	user_options->remove	0
TOP.69e9c17a.00021737	user_options->remove_timer	60
TOP.69e9c17a.00021737	user_options->restore	0
TOP.69e9c17a.00021737	user_options->restore_enable	0
TOP.69e9c17a.00021737	user_options->restore_timer	1
TOP.69e9c17a.00021737	user_options->rp_files_cnt	0
TOP.69e9c17a.00021737	user_options->rp_gen	0
TOP.69e9c17a.00021737	user_options->rp_gen_func_max	4
TOP.69e9c17a.00021737	user_options->rp_gen_func_min	1
TOP.69e9c17a.00021737	user_options->rp_gen_seed	0
TOP.69e9c17a.00021737	user_options->runtime	0
TOP.69e9c17a.00021737	user_options->scrypt_tmto	0
TOP.69e9c17a.00021737	user_options->segment_size	33554432
TOP.69e9c17a.00021737	user_options->self_test	1
TOP.69e9c17a.00021737	user_options->slow_candidates	0
TOP.69e9c17a.00021737	user_options->show	1
TOP.69e9c17a.00021737	user_options->speed_only	0
TOP.69e9c17a.00021737	user_options->spin_damp	0
TOP.69e9c17a.00021737	user_options->status	0
TOP.69e9c17a.00021737	user_options->status_json	0
TOP.69e9c17a.00021737	user_options->status_timer	10
TOP.69e9c17a.00021737	user_options->stdout_flag	0
TOP.69e9c17a.00021737	user_options->usage	0
TOP.69e9c17a.00021737	user_options->username	0
TOP.69e9c17a.00021737	user_options->veracrypt_pim_start	485
TOP.69e9c17a.00021737	user_options->veracrypt_pim_stop	485
TOP.69e9c17a.00021737	user_options->version	0
TOP.69e9c17a.00021737	user_options->workload_profile	2
TOP.69e9c17a.00021737	user_options->brain_client	0
TOP.69e9c17a.00021737	user_options->brain_client_features	2
TOP.69e9c17a.00021737	user_options->brain_server	0
TOP.69e9c17a.00021737	user_options->brain_server_timer	300
TOP.69e9c17a.00021737	user_options->brain_port	6863
TOP.69e9c17a.00021737	user_options->brain_session	0
TOP.69e9c17a.00021737	proc_start	1776927098
TOP.69e9c17a.00021737	proc_stop	1776927098
TOP.69e9c17a.00021737	STOP
TOP.69e9c196.000610c2	START
TOP.69e9c196.000610c2	folder_config->cwd	C:\Users\Student\Desktop\hashcatui\hashcat
TOP.69e9c196.000610c2	folder_config->install_dir	.
TOP.69e9c196.000610c2	folder_config->profile_dir	.
TOP.69e9c196.000610c2	folder_config->session_dir	.
TOP.69e9c196.000610c2	folder_config->shared_dir	.
TOP.69e9c196.000610c2	user_options->encoding_from	utf-8
TOP.69e9c196.000610c2	user_options->encoding_to	utf-8
TOP.69e9c196.000610c2	user_options->outfile	C:\Users\Student\Desktop\hashcatui\_show_668f3276.tmp
TOP.69e9c196.000610c2	user_options->potfile_path	C:\Users\Student\Desktop\hashcatui\hashcat.potfile
TOP.69e9c196.000610c2	user_options->rule_buf_l	:
TOP.69e9c196.000610c2	user_options->rule_buf_r	:
TOP.69e9c196.000610c2	user_options->session	show
TOP.69e9c196.000610c2	user_options->separator	:
TOP.69e9c196.000610c2	user_options->limit	0
TOP.69e9c196.000610c2	user_options->skip	0
TOP.69e9c196.000610c2	user_options->attack_mode	100
TOP.69e9c196.000610c2	user_options->backend_devices_virtmulti	1
TOP.69e9c196.000610c2	user_options->backend_devices_virthost	1
TOP.69e9c196.000610c2	user_options->backend_devices_keepfree	0
TOP.69e9c196.000610c2	user_options->benchmark	0
TOP.69e9c196.000610c2	user_options->benchmark_all	0
TOP.69e9c196.000610c2	user_options->benchmark_max	99999
TOP.69e9c196.000610c2	user_options->benchmark_min	0
TOP.69e9c196.000610c2	user_options->bitmap_max	18
TOP.69e9c196.000610c2	user_options->bitmap_min	16
TOP.69e9c196.000610c2	user_options->debug_mode	0
TOP.69e9c196.000610c2	user_options->dynamic_x	0
TOP.69e9c196.000610c2	user_options->hash_info	0
TOP.69e9c196.000610c2	user_options->force	0
TOP.69e9c196.000610c2	user_options->hwmon	1
TOP.69e9c196.000610c2	user_options->hwmon_temp_abort	90
TOP.69e9c196.000610c2	user_options->hash_mode	17400
TOP.69e9c196.000610c2	user_options->hex_charset	0
TOP.69e9c196.000610c2	user_options->hex_salt	0
TOP.69e9c196.000610c2	user_options->hex_wordlist	0
TOP.69e9c196.000610c2	user_options->hook_threads	0
TOP.69e9c196.000610c2	user_options->identify	0
TOP.69e9c196.000610c2	user_options->increment	0
TOP.69e9c196.000610c2	user_options->increment_max	256
TOP.69e9c196.000610c2	user_options->increment_min	1
TOP.69e9c196.000610c2	user_options->keep_guessing	0
TOP.69e9c196.000610c2	user_options->kernel_accel	0
TOP.69e9c196.000610c2	user_options->kernel_loops	0
TOP.69e9c196.000610c2	user_options->kernel_threads	0
TOP.69e9c196.000610c2	user_options->keyspace	0
TOP.69e9c196.000610c2	user_options->total_candidates	0
TOP.69e9c196.000610c2	user_options->left	0
TOP.69e9c196.000610c2	user_options->logfile	1
TOP.69e9c196.000610c2	user_options->loopback	0
TOP.69e9c196.000610c2	user_options->machine_readable	0
TOP.69e9c196.000610c2	user_options->markov_classic	0
TOP.69e9c196.000610c2	user_options->markov	1
TOP.69e9c196.000610c2	user_options->markov_inverse	0
TOP.69e9c196.000610c2	user_options->markov_threshold	256
TOP.69e9c196.000610c2	user_options->metal_compiler_runtime	120
TOP.69e9c196.000610c2	user_options->multiply_accel	1
TOP.69e9c196.000610c2	user_options->backend_info	0
TOP.69e9c196.000610c2	user_options->backend_vector_width	0
TOP.69e9c196.000610c2	user_options->optimized_kernel	0
TOP.69e9c196.000610c2	user_options->outfile_autohex	1
TOP.69e9c196.000610c2	user_options->outfile_check_timer	5
TOP.69e9c196.000610c2	user_options->outfile_format	3
TOP.69e9c196.000610c2	user_options->outfile_json	0
TOP.69e9c196.000610c2	user_options->wordlist_autohex	1
TOP.69e9c196.000610c2	user_options->potfile	1
TOP.69e9c196.000610c2	user_options->progress_only	0
TOP.69e9c196.000610c2	user_options->quiet	1
TOP.69e9c196.000610c2	user_options->remove	0
TOP.69e9c196.000610c2	user_options->remove_timer	60
TOP.69e9c196.000610c2	user_options->restore	0
TOP.69e9c196.000610c2	user_options->restore_enable	0
TOP.69e9c196.000610c2	user_options->restore_timer	1
TOP.69e9c196.000610c2	user_options->rp_files_cnt	0
TOP.69e9c196.000610c2	user_options->rp_gen	0
TOP.69e9c196.000610c2	user_options->rp_gen_func_max	4
TOP.69e9c196.000610c2	user_options->rp_gen_func_min	1
TOP.69e9c196.000610c2	user_options->rp_gen_seed	0
TOP.69e9c196.000610c2	user_options->runtime	0
TOP.69e9c196.000610c2	user_options->scrypt_tmto	0
TOP.69e9c196.000610c2	user_options->segment_size	33554432
TOP.69e9c196.000610c2	user_options->self_test	1
TOP.69e9c196.000610c2	user_options->slow_candidates	0
TOP.69e9c196.000610c2	user_options->show	1
TOP.69e9c196.000610c2	user_options->speed_only	0
TOP.69e9c196.000610c2	user_options->spin_damp	0
TOP.69e9c196.000610c2	user_options->status	0
TOP.69e9c196.000610c2	user_options->status_json	0
TOP.69e9c196.000610c2	user_options->status_timer	10
TOP.69e9c196.000610c2	user_options->stdout_flag	0
TOP.69e9c196.000610c2	user_options->usage	0
TOP.69e9c196.000610c2	user_options->username	0
TOP.69e9c196.000610c2	user_options->veracrypt_pim_start	485
TOP.69e9c196.000610c2	user_options->veracrypt_pim_stop	485
TOP.69e9c196.000610c2	user_options->version	0
TOP.69e9c196.000610c2	user_options->workload_profile	2
TOP.69e9c196.000610c2	user_options->brain_client	0
TOP.69e9c196.000610c2	user_options->brain_client_features	2
TOP.69e9c196.000610c2	user_options->brain_server	0
TOP.69e9c196.000610c2	user_options->brain_server_timer	300
TOP.69e9c196.000610c2	user_options->brain_port	6863
TOP.69e9c196.000610c2	user_options->brain_session	0
TOP.69e9c196.000610c2	proc_start	1776927126
TOP.69e9c196.000610c2	proc_stop	1776927126
TOP.69e9c196.000610c2	STOP
TOP.69e9c2a5.000866a5	START
TOP.69e9c2a5.000866a5	folder_config->cwd	C:\Users\Student\Desktop\hashcatui\hashcat
TOP.69e9c2a5.000866a5	folder_config->install_dir	.
TOP.69e9c2a5.000866a5	folder_config->profile_dir	.
TOP.69e9c2a5.000866a5	folder_config->session_dir	.
TOP.69e9c2a5.000866a5	folder_config->shared_dir	.
TOP.69e9c2a5.000866a5	user_options->encoding_from	utf-8
TOP.69e9c2a5.000866a5	user_options->encoding_to	utf-8
TOP.69e9c2a5.000866a5	user_options->outfile	C:\Users\Student\Desktop\hashcatui\_show_02315c62.tmp
TOP.69e9c2a5.000866a5	user_options->potfile_path	C:\Users\Student\Desktop\hashcatui\hashcat.potfile
TOP.69e9c2a5.000866a5	user_options->rule_buf_l	:
TOP.69e9c2a5.000866a5	user_options->rule_buf_r	:
TOP.69e9c2a5.000866a5	user_options->session	show
TOP.69e9c2a5.000866a5	user_options->separator	:
TOP.69e9c2a5.000866a5	user_options->limit	0
TOP.69e9c2a5.000866a5	user_options->skip	0
TOP.69e9c2a5.000866a5	user_options->attack_mode	100
TOP.69e9c2a5.000866a5	user_options->backend_devices_virtmulti	1
TOP.69e9c2a5.000866a5	user_options->backend_devices_virthost	1
TOP.69e9c2a5.000866a5	user_options->backend_devices_keepfree	0
TOP.69e9c2a5.000866a5	user_options->benchmark	0
TOP.69e9c2a5.000866a5	user_options->benchmark_all	0
TOP.69e9c2a5.000866a5	user_options->benchmark_max	99999
TOP.69e9c2a5.000866a5	user_options->benchmark_min	0
TOP.69e9c2a5.000866a5	user_options->bitmap_max	18
TOP.69e9c2a5.000866a5	user_options->bitmap_min	16
TOP.69e9c2a5.000866a5	user_options->debug_mode	0
TOP.69e9c2a5.000866a5	user_options->dynamic_x	0
TOP.69e9c2a5.000866a5	user_options->hash_info	0
TOP.69e9c2a5.000866a5	user_options->force	0
TOP.69e9c2a5.000866a5	user_options->hwmon	1
TOP.69e9c2a5.000866a5	user_options->hwmon_temp_abort	90
TOP.69e9c2a5.000866a5	user_options->hash_mode	1400
TOP.69e9c2a5.000866a5	user_options->hex_charset	0
TOP.69e9c2a5.000866a5	user_options->hex_salt	0
TOP.69e9c2a5.000866a5	user_options->hex_wordlist	0
TOP.69e9c2a5.000866a5	user_options->hook_threads	0
TOP.69e9c2a5.000866a5	user_options->identify	0
TOP.69e9c2a5.000866a5	user_options->increment	0
TOP.69e9c2a5.000866a5	user_options->increment_max	256
TOP.69e9c2a5.000866a5	user_options->increment_min	1
TOP.69e9c2a5.000866a5	user_options->keep_guessing	0
TOP.69e9c2a5.000866a5	user_options->kernel_accel	0
TOP.69e9c2a5.000866a5	user_options->kernel_loops	0
TOP.69e9c2a5.000866a5	user_options->kernel_threads	0
TOP.69e9c2a5.000866a5	user_options->keyspace	0
TOP.69e9c2a5.000866a5	user_options->total_candidates	0
TOP.69e9c2a5.000866a5	user_options->left	0
TOP.69e9c2a5.000866a5	user_options->logfile	1
TOP.69e9c2a5.000866a5	user_options->loopback	0
TOP.69e9c2a5.000866a5	user_options->machine_readable	0
TOP.69e9c2a5.000866a5	user_options->markov_classic	0
TOP.69e9c2a5.000866a5	user_options->markov	1
TOP.69e9c2a5.000866a5	user_options->markov_inverse	0
TOP.69e9c2a5.000866a5	user_options->markov_threshold	256
TOP.69e9c2a5.000866a5	user_options->metal_compiler_runtime	120
TOP.69e9c2a5.000866a5	user_options->multiply_accel	1
TOP.69e9c2a5.000866a5	user_options->backend_info	0
TOP.69e9c2a5.000866a5	user_options->backend_vector_width	0
TOP.69e9c2a5.000866a5	user_options->optimized_kernel	0
TOP.69e9c2a5.000866a5	user_options->outfile_autohex	1
TOP.69e9c2a5.000866a5	user_options->outfile_check_timer	5
TOP.69e9c2a5.000866a5	user_options->outfile_format	3
TOP.69e9c2a5.000866a5	user_options->outfile_json	0
TOP.69e9c2a5.000866a5	user_options->wordlist_autohex	1
TOP.69e9c2a5.000866a5	user_options->potfile	1
TOP.69e9c2a5.000866a5	user_options->progress_only	0
TOP.69e9c2a5.000866a5	user_options->quiet	1
TOP.69e9c2a5.000866a5	user_options->remove	0
TOP.69e9c2a5.000866a5	user_options->remove_timer	60
TOP.69e9c2a5.000866a5	user_options->restore	0
TOP.69e9c2a5.000866a5	user_options->restore_enable	0
TOP.69e9c2a5.000866a5	user_options->restore_timer	1
TOP.69e9c2a5.000866a5	user_options->rp_files_cnt	0
TOP.69e9c2a5.000866a5	user_options->rp_gen	0
TOP.69e9c2a5.000866a5	user_options->rp_gen_func_max	4
TOP.69e9c2a5.000866a5	user_options->rp_gen_func_min	1
TOP.69e9c2a5.000866a5	user_options->rp_gen_seed	0
TOP.69e9c2a5.000866a5	user_options->runtime	0
TOP.69e9c2a5.000866a5	user_options->scrypt_tmto	0
TOP.69e9c2a5.000866a5	user_options->segment_size	33554432
TOP.69e9c2a5.000866a5	user_options->self_test	1
TOP.69e9c2a5.000866a5	user_options->slow_candidates	0
TOP.69e9c2a5.000866a5	user_options->show	1
TOP.69e9c2a5.000866a5	user_options->speed_only	0
TOP.69e9c2a5.000866a5	user_options->spin_damp	0
TOP.69e9c2a5.000866a5	user_options->status	0
TOP.69e9c2a5.000866a5	user_options->status_json	0
TOP.69e9c2a5.000866a5	user_options->status_timer	10
TOP.69e9c2a5.000866a5	user_options->stdout_flag	0
TOP.69e9c2a5.000866a5	user_options->usage	0
TOP.69e9c2a5.000866a5	user_options->username	0
TOP.69e9c2a5.000866a5	user_options->veracrypt_pim_start	485
TOP.69e9c2a5.000866a5	user_options->veracrypt_pim_stop	485
TOP.69e9c2a5.000866a5	user_options->version	0
TOP.69e9c2a5.000866a5	user_options->workload_profile	2
TOP.69e9c2a5.000866a5	user_options->brain_client	0
TOP.69e9c2a5.000866a5	user_options->brain_client_features	2
TOP.69e9c2a5.000866a5	user_options->brain_server	0
TOP.69e9c2a5.000866a5	user_options->brain_server_timer	300
TOP.69e9c2a5.000866a5	user_options->brain_port	6863
TOP.69e9c2a5.000866a5	user_options->brain_session	0
TOP.69e9c2a5.000866a5	proc_start	1776927397
TOP.69e9c2a5.000866a5	proc_stop	1776927397
TOP.69e9c2a5.000866a5	STOP
TOP.69e9c2b8.0007ffe9	START
TOP.69e9c2b8.0007ffe9	folder_config->cwd	C:\Users\Student\Desktop\hashcatui\hashcat
TOP.69e9c2b8.0007ffe9	folder_config->install_dir	.
TOP.69e9c2b8.0007ffe9	folder_config->profile_dir	.
TOP.69e9c2b8.0007ffe9	folder_config->session_dir	.
TOP.69e9c2b8.0007ffe9	folder_config->shared_dir	.
TOP.69e9c2b8.0007ffe9	user_options->encoding_from	utf-8
TOP.69e9c2b8.0007ffe9	user_options->encoding_to	utf-8
TOP.69e9c2b8.0007ffe9	user_options->outfile	C:\Users\Student\Desktop\hashcatui\_show_8c020206.tmp
TOP.69e9c2b8.0007ffe9	user_options->potfile_path	C:\Users\Student\Desktop\hashcatui\hashcat.potfile
TOP.69e9c2b8.0007ffe9	user_options->rule_buf_l	:
TOP.69e9c2b8.0007ffe9	user_options->rule_buf_r	:
TOP.69e9c2b8.0007ffe9	user_options->session	show
TOP.69e9c2b8.0007ffe9	user_options->separator	:
TOP.69e9c2b8.0007ffe9	user_options->limit	0
TOP.69e9c2b8.0007ffe9	user_options->skip	0
TOP.69e9c2b8.0007ffe9	user_options->attack_mode	100
TOP.69e9c2b8.0007ffe9	user_options->backend_devices_virtmulti	1
TOP.69e9c2b8.0007ffe9	user_options->backend_devices_virthost	1
TOP.69e9c2b8.0007ffe9	user_options->backend_devices_keepfree	0
TOP.69e9c2b8.0007ffe9	user_options->benchmark	0
TOP.69e9c2b8.0007ffe9	user_options->benchmark_all	0
TOP.69e9c2b8.0007ffe9	user_options->benchmark_max	99999
TOP.69e9c2b8.0007ffe9	user_options->benchmark_min	0
TOP.69e9c2b8.0007ffe9	user_options->bitmap_max	18
TOP.69e9c2b8.0007ffe9	user_options->bitmap_min	16
TOP.69e9c2b8.0007ffe9	user_options->debug_mode	0
TOP.69e9c2b8.0007ffe9	user_options->dynamic_x	0
TOP.69e9c2b8.0007ffe9	user_options->hash_info	0
TOP.69e9c2b8.0007ffe9	user_options->force	0
TOP.69e9c2b8.0007ffe9	user_options->hwmon	1
TOP.69e9c2b8.0007ffe9	user_options->hwmon_temp_abort	90
TOP.69e9c2b8.0007ffe9	user_options->hash_mode	17400
TOP.69e9c2b8.0007ffe9	user_options->hex_charset	0
TOP.69e9c2b8.0007ffe9	user_options->hex_salt	0
TOP.69e9c2b8.0007ffe9	user_options->hex_wordlist	0
TOP.69e9c2b8.0007ffe9	user_options->hook_threads	0
TOP.69e9c2b8.0007ffe9	user_options->identify	0
TOP.69e9c2b8.0007ffe9	user_options->increment	0
TOP.69e9c2b8.0007ffe9	user_options->increment_max	256
TOP.69e9c2b8.0007ffe9	user_options->increment_min	1
TOP.69e9c2b8.0007ffe9	user_options->keep_guessing	0
TOP.69e9c2b8.0007ffe9	user_options->kernel_accel	0
TOP.69e9c2b8.0007ffe9	user_options->kernel_loops	0
TOP.69e9c2b8.0007ffe9	user_options->kernel_threads	0
TOP.69e9c2b8.0007ffe9	user_options->keyspace	0
TOP.69e9c2b8.0007ffe9	user_options->total_candidates	0
TOP.69e9c2b8.0007ffe9	user_options->left	0
TOP.69e9c2b8.0007ffe9	user_options->logfile	1
TOP.69e9c2b8.0007ffe9	user_options->loopback	0
TOP.69e9c2b8.0007ffe9	user_options->machine_readable	0
TOP.69e9c2b8.0007ffe9	user_options->markov_classic	0
TOP.69e9c2b8.0007ffe9	user_options->markov	1
TOP.69e9c2b8.0007ffe9	user_options->markov_inverse	0
TOP.69e9c2b8.0007ffe9	user_options->markov_threshold	256
TOP.69e9c2b8.0007ffe9	user_options->metal_compiler_runtime	120
TOP.69e9c2b8.0007ffe9	user_options->multiply_accel	1
TOP.69e9c2b8.0007ffe9	user_options->backend_info	0
TOP.69e9c2b8.0007ffe9	user_options->backend_vector_width	0
TOP.69e9c2b8.0007ffe9	user_options->optimized_kernel	0
TOP.69e9c2b8.0007ffe9	user_options->outfile_autohex	1
TOP.69e9c2b8.0007ffe9	user_options->outfile_check_timer	5
TOP.69e9c2b8.0007ffe9	user_options->outfile_format	3
TOP.69e9c2b8.0007ffe9	user_options->outfile_json	0
TOP.69e9c2b8.0007ffe9	user_options->wordlist_autohex	1
TOP.69e9c2b8.0007ffe9	user_options->potfile	1
TOP.69e9c2b8.0007ffe9	user_options->progress_only	0
TOP.69e9c2b8.0007ffe9	user_options->quiet	1
TOP.69e9c2b8.0007ffe9	user_options->remove	0
TOP.69e9c2b8.0007ffe9	user_options->remove_timer	60
TOP.69e9c2b8.0007ffe9	user_options->restore	0
TOP.69e9c2b8.0007ffe9	user_options->restore_enable	0
TOP.69e9c2b8.0007ffe9	user_options->restore_timer	1
TOP.69e9c2b8.0007ffe9	user_options->rp_files_cnt	0
TOP.69e9c2b8.0007ffe9	user_options->rp_gen	0
TOP.69e9c2b8.0007ffe9	user_options->rp_gen_func_max	4
TOP.69e9c2b8.0007ffe9	user_options->rp_gen_func_min	1
TOP.69e9c2b8.0007ffe9	user_options->rp_gen_seed	0
TOP.69e9c2b8.0007ffe9	user_options->runtime	0
TOP.69e9c2b8.0007ffe9	user_options->scrypt_tmto	0
TOP.69e9c2b8.0007ffe9	user_options->segment_size	33554432
TOP.69e9c2b8.0007ffe9	user_options->self_test	1
TOP.69e9c2b8.0007ffe9	user_options->slow_candidates	0
TOP.69e9c2b8.0007ffe9	user_options->show	1
TOP.69e9c2b8.0007ffe9	user_options->speed_only	0
TOP.69e9c2b8.0007ffe9	user_options->spin_damp	0
TOP.69e9c2b8.0007ffe9	user_options->status	0
TOP.69e9c2b8.0007ffe9	user_options->status_json	0
TOP.69e9c2b8.0007ffe9	user_options->status_timer	10
TOP.69e9c2b8.0007ffe9	user_options->stdout_flag	0
TOP.69e9c2b8.0007ffe9	user_options->usage	0
TOP.69e9c2b8.0007ffe9	user_options->username	0
TOP.69e9c2b8.0007ffe9	user_options->veracrypt_pim_start	485
TOP.69e9c2b8.0007ffe9	user_options->veracrypt_pim_stop	485
TOP.69e9c2b8.0007ffe9	user_options->version	0
TOP.69e9c2b8.0007ffe9	user_options->workload_profile	2
TOP.69e9c2b8.0007ffe9	user_options->brain_client	0
TOP.69e9c2b8.0007ffe9	user_options->brain_client_features	2
TOP.69e9c2b8.0007ffe9	user_options->brain_server	0
TOP.69e9c2b8.0007ffe9	user_options->brain_server_timer	300
TOP.69e9c2b8.0007ffe9	user_options->brain_port	6863
TOP.69e9c2b8.0007ffe9	user_options->brain_session	0
TOP.69e9c2b8.0007ffe9	proc_start	1776927416
TOP.69e9c2b8.0007ffe9	proc_stop	1776927416
TOP.69e9c2b8.0007ffe9	STOP
